DECLARANT_ISO,PARTNER_ISO,FLOW,PRODUCT,PERIOD,VALUE_IN_EUROS
DE,ES,2,283,201912,24019082
DE,ES,2,284,201912,38357997
DE,ES,2,289,201912,76257235
DE,ES,2,291,201912,412004108
DE,ES,2,292,201912,13406668
DE,ES,2,293,201912,132953415
DE,ES,2,301,201912,533901
DE,ES,2,302,201912,5462517
DE,ES,2,303,201912,52525837
DE,ES,2,309,201912,16640472
DE,ES,2,30M,201912,86891
DE,ES,2,310,201912,25864987
DE,ES,2,321,201912,10404165
DE,ES,2,322,201912,2435573
DE,ES,2,323,201912,3011858
DE,ES,2,324,201912,13745866
DE,ES,2,325,201912,52500052
DE,ES,2,329,201912,10181091
DE,ES,2,32M,201912,131974
DE,ES,2,32S,201912,7957
DE,ET,1,011,201912,978385
DE,ET,1,012,201912,7625660
DE,ET,1,013,201912,207395
DE,ET,1,014,201912,33
DE,ET,1,106,201912,1496
DE,ET,1,107,201912,5618
DE,ET,1,108,201912,36534
DE,ET,1,139,201912,805
DE,ET,1,141,201912,534347
DE,ET,1,143,201912,19138
DE,ET,1,151,201912,937
DE,ET,1,152,201912,1327
DE,ET,1,205,201912,2
DE,ET,1,211,201912,173
DE,ET,1,234,201912,1569
DE,ET,1,265,201912,607
DE,ET,1,271,201912,716
DE,ET,1,281,201912,2405
DE,ET,1,321,201912,3465
DE,ET,2,013,201912,1130
DE,ET,2,105,201912,75828
DE,ET,2,106,201912,38016
DE,ET,2,108,201912,234887
DE,ET,2,131,201912,843
DE,ET,2,139,201912,125928
DE,ET,2,141,201912,50153
DE,ET,2,143,201912,15833
DE,ET,2,151,201912,37866
DE,ET,2,152,201912,70751
DE,ET,2,162,201912,17489
DE,ET,2,171,201912,487977
DE,ET,2,172,201912,154173
DE,ET,2,192,201912,284856
DE,ET,2,201,201912,431560
DE,ET,2,202,201912,16590
DE,ET,2,203,201912,28183
DE,ET,2,204,201912,29667
DE,ET,2,205,201912,313696
DE,ET,2,211,201912,6587
DE,ET,2,212,201912,460934
DE,ET,2,221,201912,38229
DE,ET,2,222,201912,255044
DE,ET,2,231,201912,8751
DE,ET,2,239,201912,422659
DE,ET,2,242,201912,12076
DE,ET,2,243,201912,5180
DE,ET,2,244,201912,22209
DE,ET,2,251,201912,284607
DE,ET,2,253,201912,95900
DE,ET,2,257,201912,27570
DE,ET,2,259,201912,166639
DE,ET,2,261,201912,53847
DE,ET,2,262,201912,168403
DE,ET,2,263,201912,69745
DE,ET,2,264,201912,4986
DE,ET,2,265,201912,1718215
DE,ET,2,266,201912,516556
DE,ET,2,267,201912,379409
DE,ET,2,271,201912,389900
DE,ET,2,272,201912,2851
DE,ET,2,273,201912,29366
DE,ET,2,274,201912,101912
DE,ET,2,275,201912,32894
DE,ET,2,279,201912,206622
DE,ET,2,281,201912,1098471
DE,ET,2,282,201912,2507595
DE,ET,2,283,201912,26172
DE,ET,2,284,201912,44806
DE,ET,2,289,201912,830326
DE,ET,2,291,201912,3152113
DE,ET,2,293,201912,45581
DE,ET,2,303,201912,106998
DE,ET,2,310,201912,60063
DE,ET,2,321,201912,15121
DE,ET,2,323,201912,22021
DE,ET,2,325,201912,39211
DE,ET,2,329,201912,481508
DE,FI,1,011,201912,3657555
DE,FI,1,012,201912,31589
DE,FI,1,014,201912,55879
DE,FI,1,022,201912,87003
DE,FI,1,030,201912,1573
DE,FI,1,081,201912,8922
DE,FI,1,089,201912,135290
DE,FI,1,101,201912,103617
DE,FI,1,102,201912,340774
DE,FI,1,103,201912,189699
DE,FI,1,105,201912,522845
DE,FI,1,106,201912,353601
DE,FI,1,107,201912,678876
DE,FI,1,108,201912,1059845
DE,FI,1,109,201912,63736
DE,FI,1,10M,201912,116184
DE,FI,1,110,201912,1437405
DE,FI,1,132,201912,39229
DE,FI,1,139,201912,1709518
DE,FI,1,13M,201912,18928
DE,FI,1,141,201912,2501806
DE,FI,1,143,201912,91264
DE,FI,1,14M,201912,856581
DE,FI,1,151,201912,70043
DE,FI,1,152,201912,161686
DE,FI,1,161,201912,5093256
DE,FI,1,162,201912,4751967
DE,FI,1,16M,201912,56
DE,FI,1,171,201912,138861228
DE,FI,1,172,201912,2278009
DE,FI,1,17M,201912,6227517
DE,FI,1,192,201912,24492575
DE,FI,1,201,201912,32053090
DE,FI,1,202,201912,36913
DE,FI,1,203,201912,204899
DE,FI,1,204,201912,162889
DE,FI,1,205,201912,3112551
DE,FI,1,20M,201912,329822
DE,FI,1,211,201912,314820
DE,FI,1,212,201912,1775265
DE,FI,1,221,201912,4401859
DE,FI,1,222,201912,5707079
DE,FI,1,231,201912,2222350
DE,FI,1,232,201912,1483
DE,FI,1,234,201912,455729
DE,FI,1,236,201912,168331
DE,FI,1,239,201912,113136
DE,FI,1,23M,201912,94337
DE,FI,1,241,201912,87157234
DE,FI,1,242,201912,2106593
DE,FI,1,243,201912,5213703
DE,FI,1,244,201912,32382150
DE,FI,1,245,201912,82
DE,FI,1,251,201912,1690739
DE,FI,1,252,201912,51771
DE,FI,1,253,201912,6541
DE,FI,1,254,201912,292452
DE,FI,1,257,201912,1530284
DE,FI,1,259,201912,2911832
DE,FI,1,25M,201912,232623
DE,FI,1,261,201912,625916
DE,FI,1,262,201912,594889
DE,FI,1,263,201912,7630415
DE,FI,1,264,201912,238809
DE,FI,1,265,201912,4333573
DE,FI,1,266,201912,5074011
DE,FI,1,267,201912,950236
DE,FI,1,271,201912,6933682
DE,FI,1,272,201912,2387003
DE,FI,1,273,201912,3584044
DE,FI,1,274,201912,1529681
DE,FI,1,275,201912,434178
DE,FI,1,279,201912,8858086
DE,FI,1,281,201912,5033792
DE,FI,1,282,201912,9946994
DE,FI,1,283,201912,18179822
DE,FI,1,284,201912,3544015
DE,FI,1,289,201912,10800409
DE,FI,1,291,201912,72085464
DE,FI,1,292,201912,1091757
DE,FI,1,293,201912,4469268
DE,FI,1,301,201912,456787
DE,FI,1,302,201912,624842
DE,FI,1,303,201912,959363
DE,FI,1,309,201912,183553
DE,FI,1,30M,201912,64087
DE,FI,1,310,201912,1951300
DE,FI,1,321,201912,13728
DE,FI,1,322,201912,7535
DE,FI,1,323,201912,133833
DE,FI,1,324,201912,4590
DE,FI,1,325,201912,6469222
DE,FI,1,329,201912,296490
DE,FI,1,32M,201912,1650
DE,FI,2,011,201912,3011761
DE,FI,2,012,201912,7704304
DE,FI,2,013,201912,172690
DE,FI,2,014,201912,358818
DE,FI,2,01M,201912,6942
DE,FI,2,022,201912,392878
DE,FI,2,023,201912,385
DE,FI,2,030,201912,3485
DE,FI,2,071,201912,2244
DE,FI,2,081,201912,300882
DE,FI,2,089,201912,852591
DE,FI,2,101,201912,8232473
DE,FI,2,102,201912,1500389
DE,FI,2,103,201912,4179712
DE,FI,2,104,201912,5382983
DE,FI,2,105,201912,7046242
DE,FI,2,106,201912,1713184
DE,FI,2,107,201912,4930563
DE,FI,2,108,201912,9880356
DE,FI,2,109,201912,1560029
DE,FI,2,10M,201912,1042641
DE,FI,2,110,201912,3102536
DE,FI,2,120,201912,1348499
DE,FI,2,131,201912,462696
DE,FI,2,132,201912,481010
DE,FI,2,139,201912,4538498
DE,FI,2,13M,201912,89115
DE,FI,2,141,201912,8082884
DE,FI,2,142,201912,5701
DE,FI,2,143,201912,2246992
DE,FI,2,14M,201912,720323
DE,FI,2,151,201912,737211
DE,FI,2,152,201912,2529367
DE,FI,2,161,201912,140441
DE,FI,2,162,201912,3240112
DE,FI,2,16M,201912,2430
DE,FI,2,171,201912,2906044
DE,FI,2,172,201912,3027245
DE,FI,2,17M,201912,322798
DE,FI,2,17S,201912,178515
DE,FI,2,181,201912,31239
DE,FI,2,192,201912,6768834
DE,FI,2,201,201912,28195344
DE,FI,2,202,201912,652087
DE,FI,2,203,201912,2437849
DE,FI,2,204,201912,6038250
DE,FI,2,205,201912,11771880
DE,FI,2,206,201912,888132
DE,FI,2,20M,201912,384569
DE,FI,2,20S,201912,600657
DE,FI,2,211,201912,548142
DE,FI,2,212,201912,24869417
DE,FI,2,221,201912,6394612
DE,FI,2,222,201912,15190851
DE,FI,2,231,201912,3328626
DE,FI,2,232,201912,430072
DE,FI,2,233,201912,491944
DE,FI,2,234,201912,692705
DE,FI,2,235,201912,142230
DE,FI,2,236,201912,375575
DE,FI,2,237,201912,40427
DE,FI,2,239,201912,1565758
DE,FI,2,23M,201912,240390
DE,FI,2,241,201912,7616650
DE,FI,2,242,201912,5990445
DE,FI,2,243,201912,1495000
DE,FI,2,244,201912,21514283
DE,FI,2,245,201912,552614
DE,FI,2,251,201912,4702933
DE,FI,2,252,201912,1134812
DE,FI,2,253,201912,593615
DE,FI,2,254,201912,337834
DE,FI,2,257,201912,6591206
DE,FI,2,259,201912,10334508
DE,FI,2,25M,201912,565496
DE,FI,2,261,201912,9320353
DE,FI,2,262,201912,30143034
DE,FI,2,263,201912,18979627
DE,FI,2,264,201912,2961971
DE,FI,2,265,201912,19800749
DE,FI,2,266,201912,3929505
DE,FI,2,267,201912,3683722
DE,FI,2,268,201912,46490
DE,FI,2,271,201912,20104153
DE,FI,2,272,201912,2924547
DE,FI,2,273,201912,8119681
DE,FI,2,274,201912,4082254
DE,FI,2,275,201912,3108926
DE,FI,2,279,201912,12916451
DE,FI,2,281,201912,52513791
DE,FI,2,282,201912,34988883
DE,FI,2,283,201912,3610577
DE,FI,2,284,201912,9397158
DE,FI,2,289,201912,25121663
DE,FI,2,291,201912,90904395
DE,FI,2,292,201912,4149173
DE,FI,2,293,201912,25109120
DE,FI,2,301,201912,643328
DE,FI,2,302,201912,683630
DE,FI,2,303,201912,1136324
DE,FI,2,309,201912,1735217
DE,FI,2,30M,201912,60246
DE,FI,2,310,201912,8461970
DE,FI,2,321,201912,338137
DE,FI,2,322,201912,1158171
DE,FI,2,323,201912,686674
DE,FI,2,324,201912,1403903
DE,FI,2,325,201912,12354890
DE,FI,2,329,201912,1857706
DE,FI,2,32M,201912,44298
DE,FI,2,32S,201912,2394
DE,FJ,1,141,201912,10235
DE,FJ,1,321,201912,25601
DE,FJ,2,259,201912,13907
DE,FJ,2,265,201912,4627
DE,FJ,2,271,201912,81
DE,FJ,2,273,201912,1793
DE,FJ,2,279,201912,250
DE,FJ,2,281,201912,7336
DE,FJ,2,282,201912,362794
DE,FJ,2,289,201912,24107
DE,FJ,2,325,201912,4784
DE,FK,2,281,201912,6341
DE,FO,1,030,201912,6508
DE,FO,1,102,201912,716876
DE,FO,1,141,201912,3376
DE,FO,2,101,201912,13839
DE,FO,2,103,201912,6169
DE,FO,2,106,201912,16737
DE,FO,2,107,201912,7465
DE,FO,2,108,201912,51279
DE,FO,2,110,201912,74761
DE,FO,2,120,201912,40446
DE,FO,2,139,201912,3714
DE,FO,2,141,201912,38977
DE,FO,2,143,201912,7620
DE,FO,2,151,201912,5868
DE,FO,2,152,201912,12145
DE,FO,2,162,201912,11678
DE,FO,2,172,201912,160
DE,FO,2,192,201912,586948
DE,FO,2,201,201912,2124390
DE,FO,2,203,201912,1684
DE,FO,2,204,201912,16293
DE,FO,2,205,201912,8603
DE,FO,2,212,201912,11302
DE,FO,2,221,201912,5365
DE,FO,2,222,201912,63848
DE,FO,2,233,201912,229
DE,FO,2,234,201912,3269
DE,FO,2,239,201912,3253
DE,FO,2,244,201912,23373
DE,FO,2,251,201912,27321
DE,FO,2,257,201912,27698
DE,FO,2,259,201912,101090
DE,FO,2,261,201912,36845
DE,FO,2,262,201912,6945
DE,FO,2,263,201912,13435
DE,FO,2,264,201912,3081
DE,FO,2,265,201912,34723
DE,FO,2,266,201912,27594
DE,FO,2,267,201912,7891
DE,FO,2,271,201912,79449
DE,FO,2,272,201912,2120
DE,FO,2,273,201912,23764
DE,FO,2,274,201912,8134
DE,FO,2,275,201912,1294
DE,FO,2,279,201912,15359
DE,FO,2,281,201912,29112
DE,FO,2,282,201912,150889
DE,FO,2,284,201912,13558
DE,FO,2,289,201912,30756
DE,FO,2,291,201912,18890
DE,FO,2,310,201912,4771
DE,FO,2,321,201912,46
DE,FO,2,322,201912,9546
DE,FO,2,323,201912,3358
DE,FO,2,324,201912,2678
DE,FO,2,325,201912,130303
DE,FO,2,329,201912,6658
DE,FR,1,011,201912,103598979
DE,FR,1,012,201912,13893426
DE,FR,1,013,201912,226778
DE,FR,1,014,201912,4454204
DE,FR,1,01M,201912,504424
DE,FR,1,022,201912,2168864
DE,FR,1,023,201912,452708
DE,FR,1,030,201912,4358492
DE,FR,1,051,201912,503410
DE,FR,1,061,201912,155941
DE,FR,1,071,201912,4967
DE,FR,1,072,201912,84406
DE,FR,1,081,201912,4645419
DE,FR,1,089,201912,2784551
DE,FR,1,101,201912,66492772
DE,FR,1,102,201912,10252763
DE,FR,1,103,201912,23850646
DE,FR,1,104,201912,9193773
DE,FR,1,105,201912,88384554
DE,FR,1,106,201912,30086998
DE,FR,1,107,201912,24539294
DE,FR,1,108,201912,61983566
DE,FR,1,109,201912,20228928
DE,FR,1,10M,201912,15222029
DE,FR,1,110,201912,99464495
DE,FR,1,120,201912,832910
DE,FR,1,131,201912,836632
DE,FR,1,132,201912,3733986
DE,FR,1,139,201912,17217984
DE,FR,1,13M,201912,472941
DE,FR,1,141,201912,77912558
DE,FR,1,142,201912,270152
DE,FR,1,143,201912,11951944
DE,FR,1,14M,201912,7526111
DE,FR,1,151,201912,47193718
DE,FR,1,152,201912,38503527
DE,FR,1,161,201912,1858820
DE,FR,1,162,201912,10124161
DE,FR,1,16M,201912,52306
DE,FR,1,171,201912,56161111
DE,FR,1,172,201912,26948549
DE,FR,1,17M,201912,10454406
DE,FR,1,181,201912,46376
DE,FR,1,191,201912,2007
DE,FR,1,192,201912,51202446
DE,FR,1,201,201912,240059822
DE,FR,1,202,201912,25282222
DE,FR,1,203,201912,15300822
DE,FR,1,204,201912,136404679
DE,FR,1,205,201912,112608440
DE,FR,1,206,201912,2287865
DE,FR,1,20M,201912,11467527
DE,FR,1,211,201912,17755851
DE,FR,1,212,201912,320909783
DE,FR,1,221,201912,51897302
DE,FR,1,222,201912,82448552
DE,FR,1,231,201912,25706430
DE,FR,1,232,201912,1794507
DE,FR,1,233,201912,646196
DE,FR,1,234,201912,3853830
DE,FR,1,235,201912,5068082
DE,FR,1,236,201912,1277344
DE,FR,1,237,201912,246208
DE,FR,1,239,201912,19562526
DE,FR,1,23M,201912,2318726
DE,FR,1,241,201912,104906496
DE,FR,1,242,201912,13701925
DE,FR,1,243,201912,23408338
DE,FR,1,244,201912,95331642
DE,FR,1,245,201912,2355243
DE,FR,1,251,201912,6221233
DE,FR,1,252,201912,5328239
DE,FR,1,253,201912,260144
DE,FR,1,254,201912,90397
DE,FR,1,257,201912,19697828
DE,FR,1,259,201912,63825138
DE,FR,1,25M,201912,3251001
DE,FR,1,261,201912,36337840
DE,FR,1,262,201912,35234779
DE,FR,1,263,201912,52994866
DE,FR,1,264,201912,18906663
DE,FR,1,265,201912,113559784
DE,FR,1,266,201912,14487392
DE,FR,1,267,201912,9658434
DE,FR,1,268,201912,1118622
DE,FR,1,271,201912,79363562
DE,FR,1,272,201912,8483608
DE,FR,1,273,201912,40558071
DE,FR,1,274,201912,31801605
DE,FR,1,275,201912,44791192
DE,FR,1,279,201912,33462637
DE,FR,1,281,201912,175988546
DE,FR,1,282,201912,120233801
DE,FR,1,283,201912,31845882
DE,FR,1,284,201912,7567475
DE,FR,1,289,201912,54731707
DE,FR,1,291,201912,623558996
DE,FR,1,292,201912,7128919
DE,FR,1,293,201912,224138467
DE,FR,1,301,201912,3614973
DE,FR,1,302,201912,6023809
DE,FR,1,303,201912,514566241
DE,FR,1,309,201912,6073289
DE,FR,1,30M,201912,531550
DE,FR,1,310,201912,24926185
DE,FR,1,321,201912,25375558
DE,FR,1,322,201912,2569247
DE,FR,1,323,201912,8537306
DE,FR,1,324,201912,9874233
DE,FR,1,325,201912,57931851
DE,FR,1,329,201912,13115526
DE,FR,1,32M,201912,358448
DE,FR,1,351,201912,48377665
DE,FR,2,011,201912,14249837
DE,FR,2,012,201912,13494951
DE,FR,2,013,201912,3844024
DE,FR,2,014,201912,3262981
DE,FR,2,01M,201912,64602
DE,FR,2,021,201912,15962
DE,FR,2,022,201912,473315
DE,FR,2,023,201912,75169
DE,FR,2,030,201912,2363676
DE,FR,2,051,201912,127583
DE,FR,2,052,201912,647030
DE,FR,2,071,201912,242
DE,FR,2,072,201912,226761
DE,FR,2,081,201912,2044778
DE,FR,2,089,201912,5654573
DE,FR,2,101,201912,74231541
DE,FR,2,102,201912,19580628
DE,FR,2,103,201912,50926451
DE,FR,2,104,201912,12089771
DE,FR,2,105,201912,49878726
DE,FR,2,106,201912,25403899
DE,FR,2,107,201912,32085725
DE,FR,2,108,201912,120997728
DE,FR,2,109,201912,15621786
DE,FR,2,10M,201912,9212594
DE,FR,2,110,201912,23372821
DE,FR,2,120,201912,47483821
DE,FR,2,131,201912,3888434
DE,FR,2,132,201912,4809267
DE,FR,2,139,201912,38023773
DE,FR,2,13M,201912,509694
DE,FR,2,141,201912,127630332
DE,FR,2,142,201912,295596
DE,FR,2,143,201912,29408758
DE,FR,2,14M,201912,5344815
DE,FR,2,151,201912,20307867
DE,FR,2,152,201912,61297744
DE,FR,2,161,201912,13828623
DE,FR,2,162,201912,33816296
DE,FR,2,16M,201912,42365
DE,FR,2,171,201912,81447340
DE,FR,2,172,201912,78099586
DE,FR,2,17M,201912,5424811
DE,FR,2,17S,201912,10214
DE,FR,2,181,201912,653825
DE,FR,2,191,201912,5058433
DE,FR,2,192,201912,68133365
DE,FR,2,201,201912,296896534
DE,FR,2,202,201912,59344180
DE,FR,2,203,201912,27930443
DE,FR,2,204,201912,75935290
DE,FR,2,205,201912,141534228
DE,FR,2,206,201912,2192425
DE,FR,2,20M,201912,3417072
DE,FR,2,20S,201912,9488517
DE,FR,2,211,201912,30384215
DE,FR,2,212,201912,352303251
DE,FR,2,221,201912,93510782
DE,FR,2,222,201912,187887054
DE,FR,2,231,201912,38129732
DE,FR,2,232,201912,2460884
DE,FR,2,233,201912,1988577
DE,FR,2,234,201912,8423058
DE,FR,2,235,201912,3016193
DE,FR,2,236,201912,8883008
DE,FR,2,237,201912,610713
DE,FR,2,239,201912,15901960
DE,FR,2,23M,201912,2293332
DE,FR,2,241,201912,67143750
DE,FR,2,242,201912,31139807
DE,FR,2,243,201912,25178972
DE,FR,2,244,201912,154141423
DE,FR,2,245,201912,898165
DE,FR,2,251,201912,41740787
DE,FR,2,252,201912,12094947
DE,FR,2,253,201912,406505
DE,FR,2,254,201912,3626925
DE,FR,2,257,201912,69004517
DE,FR,2,259,201912,109188033
DE,FR,2,25M,201912,4467677
DE,FR,2,261,201912,64729167
DE,FR,2,262,201912,201016116
DE,FR,2,263,201912,76973849
DE,FR,2,264,201912,37499085
DE,FR,2,265,201912,174006896
DE,FR,2,266,201912,30993074
DE,FR,2,267,201912,39034643
DE,FR,2,268,201912,1070459
DE,FR,2,271,201912,122897880
DE,FR,2,272,201912,20681397
DE,FR,2,273,201912,52934446
DE,FR,2,274,201912,37139755
DE,FR,2,275,201912,67453652
DE,FR,2,279,201912,85590693
DE,FR,2,281,201912,257519802
DE,FR,2,282,201912,322374569
DE,FR,2,283,201912,117207023
DE,FR,2,284,201912,59672481
DE,FR,2,289,201912,213005977
DE,FR,2,291,201912,809343082
DE,FR,2,292,201912,34962009
DE,FR,2,293,201912,184399268
DE,FR,2,301,201912,1009322
DE,FR,2,302,201912,6079792
DE,FR,2,303,201912,447318488
DE,FR,2,309,201912,32191909
DE,FR,2,30M,201912,141097
DE,FR,2,310,201912,112534101
DE,FR,2,321,201912,25922875
DE,FR,2,322,201912,5967501
DE,FR,2,323,201912,14252293
DE,FR,2,324,201912,24364466
DE,FR,2,325,201912,111755596
DE,FR,2,329,201912,27280324
DE,FR,2,32M,201912,372490
DE,FR,2,32S,201912,34486
DE,FR,2,351,201912,9570924
DE,GA,1,012,201912,309926
DE,GA,2,101,201912,299951
DE,GA,2,105,201912,9751
DE,GA,2,108,201912,58780
DE,GA,2,139,201912,1640
DE,GA,2,141,201912,162707
DE,GA,2,151,201912,3849
DE,GA,2,162,201912,43
DE,GA,2,171,201912,254
DE,GA,2,172,201912,10398
DE,GA,2,192,201912,17498
DE,GA,2,201,201912,215302
DE,GA,2,203,201912,1439
DE,GA,2,204,201912,685
DE,GA,2,205,201912,29825
DE,GA,2,211,201912,648
DE,GA,2,212,201912,153410
DE,GA,2,221,201912,11720
DE,GA,2,222,201912,44936
DE,GA,2,231,201912,41385
DE,GA,2,239,201912,36836
DE,GA,2,244,201912,10707
DE,GA,2,257,201912,6239
DE,GA,2,259,201912,96044
DE,GA,2,263,201912,66050
DE,GA,2,265,201912,10456
DE,GA,2,266,201912,266
DE,GA,2,271,201912,55611
DE,GA,2,272,201912,56581
DE,GA,2,273,201912,3714
DE,GA,2,274,201912,1105
DE,GA,2,275,201912,13413
DE,GA,2,279,201912,5056
DE,GA,2,281,201912,401897
DE,GA,2,282,201912,177345
DE,GA,2,283,201912,507
DE,GA,2,284,201912,1071
DE,GA,2,289,201912,922314
DE,GA,2,291,201912,612400
DE,GA,2,293,201912,59345
DE,GA,2,310,201912,3725
DE,GA,2,321,201912,3921
DE,GA,2,325,201912,109460
DE,GA,2,329,201912,3294
DE,GB,1,011,201912,3843261
DE,GB,1,012,201912,3328096
DE,GB,1,013,201912,8557
DE,GB,1,014,201912,1540899
DE,GB,1,01M,201912,178850
DE,GB,1,021,201912,8537
DE,GB,1,022,201912,112139
DE,GB,1,023,201912,47423
DE,GB,1,030,201912,1828767
DE,GB,1,051,201912,11888219
DE,GB,1,061,201912,221669827
DE,GB,1,072,201912,652177
DE,GB,1,081,201912,3827351
DE,GB,1,089,201912,1262011
DE,GB,1,101,201912,21845462
DE,GB,1,102,201912,5032515
DE,GB,1,103,201912,5786255
DE,GB,1,104,201912,9155772
DE,GB,1,105,201912,8657802
DE,GB,1,106,201912,6681802
DE,GB,1,107,201912,3455383
DE,GB,1,108,201912,13831826
DE,GB,1,109,201912,4755622
DE,GB,1,10M,201912,6206374
DE,GB,1,110,201912,30601837
DE,GB,1,120,201912,19103
DE,GB,1,131,201912,1231716
DE,GB,1,132,201912,3317695
DE,GB,1,139,201912,10008371
DE,GB,1,13M,201912,282132
DE,GB,1,141,201912,64446489
DE,GB,1,142,201912,167023
DE,GB,1,143,201912,14009359
DE,GB,1,14M,201912,6982001
DE,GB,1,151,201912,8094808
DE,GB,1,152,201912,33013701
DE,GB,1,161,201912,108507
DE,GB,1,162,201912,3430444
DE,GB,1,16M,201912,9403
DE,GB,1,171,201912,13609683
DE,GB,1,172,201912,7568545
DE,GB,1,17M,201912,2585866
DE,GB,1,181,201912,94581
DE,GB,1,191,201912,303164
DE,GB,1,192,201912,10065028
DE,GB,1,201,201912,112829515
DE,GB,1,202,201912,3177504
DE,GB,1,203,201912,8459342
DE,GB,1,204,201912,35719442
DE,GB,1,205,201912,96512996
DE,GB,1,206,201912,1384017
DE,GB,1,20M,201912,6172345
DE,GB,1,211,201912,347065721
DE,GB,1,212,201912,212385296
DE,GB,1,221,201912,13867168
DE,GB,1,222,201912,48942032
DE,GB,1,231,201912,5533675
DE,GB,1,232,201912,2247114
DE,GB,1,233,201912,67459
DE,GB,1,234,201912,3653070
DE,GB,1,235,201912,409136
DE,GB,1,236,201912,214571
DE,GB,1,237,201912,57423
DE,GB,1,239,201912,9906054
DE,GB,1,23M,201912,1609154
DE,GB,1,241,201912,13149884
DE,GB,1,242,201912,3310345
DE,GB,1,243,201912,3337509
DE,GB,1,244,201912,185899090
DE,GB,1,245,201912,1757480
DE,GB,1,251,201912,4974770
DE,GB,1,252,201912,1634425
DE,GB,1,253,201912,314780
DE,GB,1,254,201912,303166
DE,GB,1,257,201912,9793188
DE,GB,1,259,201912,25037628
DE,GB,1,25M,201912,1371713
DE,GB,1,261,201912,56394698
DE,GB,1,262,201912,113916339
DE,GB,1,263,201912,101761471
DE,GB,1,264,201912,21202815
DE,GB,1,265,201912,84350797
DE,GB,1,266,201912,30094810
DE,GB,1,267,201912,10204502
DE,GB,1,268,201912,354745
DE,GB,1,271,201912,30537826
DE,GB,1,272,201912,7841127
DE,GB,1,273,201912,18172302
DE,GB,1,274,201912,8551206
DE,GB,1,275,201912,7794423
DE,GB,1,279,201912,45423070
DE,GB,1,281,201912,75747304
DE,GB,1,282,201912,76836110
DE,GB,1,283,201912,16821735
DE,GB,1,284,201912,9767560
DE,GB,1,289,201912,33677138
DE,GB,1,291,201912,173577175
DE,GB,1,292,201912,2601280
DE,GB,1,293,201912,68033002
DE,GB,1,301,201912,1226914
DE,GB,1,302,201912,2226799
DE,GB,1,303,201912,152765242
DE,GB,1,309,201912,6697031
DE,GB,1,30M,201912,137686
DE,GB,1,310,201912,7841473
DE,GB,1,321,201912,41084154
DE,GB,1,322,201912,3037619
DE,GB,1,323,201912,2550673
DE,GB,1,324,201912,16061815
DE,GB,1,325,201912,23150613
DE,GB,1,329,201912,12898541
DE,GB,1,32M,201912,210810
DE,GB,2,011,201912,4493215
DE,GB,2,012,201912,9724492
DE,GB,2,013,201912,1613125
DE,GB,2,014,201912,1863518
DE,GB,2,01M,201912,106608
DE,GB,2,021,201912,716
DE,GB,2,022,201912,4788
DE,GB,2,023,201912,13544
DE,GB,2,030,201912,259760
DE,GB,2,072,201912,845
DE,GB,2,081,201912,357024
DE,GB,2,089,201912,1213135
DE,GB,2,101,201912,57095307
DE,GB,2,102,201912,21785023
DE,GB,2,103,201912,21109467
DE,GB,2,104,201912,5598102
DE,GB,2,105,201912,29430687
DE,GB,2,106,201912,22932269
DE,GB,2,107,201912,32187985
DE,GB,2,108,201912,84104687
DE,GB,2,109,201912,11456227
DE,GB,2,10M,201912,7642806
DE,GB,2,110,201912,30688528
DE,GB,2,120,201912,874437
DE,GB,2,131,201912,4594182
DE,GB,2,132,201912,2536579
DE,GB,2,139,201912,23688445
DE,GB,2,13M,201912,285357
DE,GB,2,141,201912,57711426
DE,GB,2,142,201912,296578
DE,GB,2,143,201912,12624348
DE,GB,2,14M,201912,2861439
DE,GB,2,151,201912,11441978
DE,GB,2,152,201912,44800478
DE,GB,2,161,201912,4118053
DE,GB,2,162,201912,17787264
DE,GB,2,16M,201912,13459
DE,GB,2,171,201912,50911306
DE,GB,2,172,201912,29123340
DE,GB,2,17M,201912,2693906
DE,GB,2,17S,201912,17779
DE,GB,2,181,201912,552526
DE,GB,2,191,201912,48312
DE,GB,2,192,201912,28785034
DE,GB,2,201,201912,156358566
DE,GB,2,202,201912,17815754
DE,GB,2,203,201912,16840585
DE,GB,2,204,201912,64127132
DE,GB,2,205,201912,84165051
DE,GB,2,206,201912,1113029
DE,GB,2,20M,201912,2835431
DE,GB,2,20S,201912,821904
DE,GB,2,211,201912,18458492
DE,GB,2,212,201912,209826481
DE,GB,2,221,201912,38980514
DE,GB,2,222,201912,114094012
DE,GB,2,231,201912,17203014
DE,GB,2,232,201912,1753324
DE,GB,2,233,201912,2451451
DE,GB,2,234,201912,10057903
DE,GB,2,235,201912,2134749
DE,GB,2,236,201912,2585226
DE,GB,2,237,201912,175031
DE,GB,2,239,201912,13817844
DE,GB,2,23M,201912,1517281
DE,GB,2,241,201912,33959793
DE,GB,2,242,201912,17595775
DE,GB,2,243,201912,7163390
DE,GB,2,244,201912,179652313
DE,GB,2,245,201912,183655
DE,GB,2,251,201912,21090225
DE,GB,2,252,201912,10569459
DE,GB,2,253,201912,1106889
DE,GB,2,254,201912,1320759
DE,GB,2,257,201912,43744163
DE,GB,2,259,201912,53331026
DE,GB,2,25M,201912,2595537
DE,GB,2,261,201912,36812078
DE,GB,2,262,201912,86491551
DE,GB,2,263,201912,53917260
DE,GB,2,264,201912,28346789
