DECLARANT_ISO,PARTNER_ISO,FLOW,PRODUCT,PERIOD,VALUE_IN_EUROS
AT,IS,1,321,201912,223
AT,IS,2,103,201912,29931
AT,IS,2,106,201912,19897
AT,IS,2,107,201912,277
AT,IS,2,108,201912,26350
AT,IS,2,110,201912,111331
AT,IS,2,132,201912,2058
AT,IS,2,139,201912,17710
AT,IS,2,141,201912,10570
AT,IS,2,143,201912,1659
AT,IS,2,151,201912,5512
AT,IS,2,152,201912,303
AT,IS,2,162,201912,229971
AT,IS,2,172,201912,441
AT,IS,2,201,201912,6174
AT,IS,2,205,201912,847526
AT,IS,2,212,201912,4
AT,IS,2,221,201912,2362
AT,IS,2,222,201912,41182
AT,IS,2,234,201912,194
AT,IS,2,239,201912,3033
AT,IS,2,242,201912,46
AT,IS,2,244,201912,12
AT,IS,2,245,201912,16084
AT,IS,2,251,201912,42021
AT,IS,2,257,201912,32788
AT,IS,2,259,201912,9083
AT,IS,2,25S,201912,1320
AT,IS,2,261,201912,5494
AT,IS,2,262,201912,21743
AT,IS,2,263,201912,19325
AT,IS,2,264,201912,4122
AT,IS,2,265,201912,7535
AT,IS,2,267,201912,967
AT,IS,2,271,201912,27808
AT,IS,2,272,201912,220
AT,IS,2,273,201912,34154
AT,IS,2,274,201912,56387
AT,IS,2,275,201912,5053
AT,IS,2,279,201912,28731
AT,IS,2,281,201912,61269
AT,IS,2,282,201912,13652
AT,IS,2,283,201912,149002
AT,IS,2,284,201912,7260
AT,IS,2,289,201912,14066
AT,IS,2,291,201912,137797
AT,IS,2,293,201912,3714
AT,IS,2,303,201912,468
AT,IS,2,309,201912,984
AT,IS,2,310,201912,2833
AT,IS,2,323,201912,151438
AT,IS,2,325,201912,26286
AT,IS,2,329,201912,10532
AT,IT,1,011,201912,14122793
AT,IT,1,012,201912,9767167
AT,IT,1,013,201912,151139
AT,IT,1,014,201912,708422
AT,IT,1,022,201912,3282950
AT,IT,1,023,201912,292474
AT,IT,1,030,201912,1632714
AT,IT,1,051,201912,113133
AT,IT,1,081,201912,110721
AT,IT,1,089,201912,656740
AT,IT,1,101,201912,12677043
AT,IT,1,102,201912,1455031
AT,IT,1,103,201912,11117042
AT,IT,1,104,201912,6335966
AT,IT,1,105,201912,9052148
AT,IT,1,106,201912,2599119
AT,IT,1,107,201912,8264855
AT,IT,1,108,201912,13517967
AT,IT,1,109,201912,976813
AT,IT,1,110,201912,14441850
AT,IT,1,120,201912,21606
AT,IT,1,131,201912,1122038
AT,IT,1,132,201912,4468269
AT,IT,1,139,201912,3943511
AT,IT,1,141,201912,43589913
AT,IT,1,142,201912,320960
AT,IT,1,143,201912,6445677
AT,IT,1,151,201912,8138302
AT,IT,1,152,201912,8951389
AT,IT,1,161,201912,1461912
AT,IT,1,162,201912,4274384
AT,IT,1,171,201912,5035738
AT,IT,1,172,201912,8640110
AT,IT,1,181,201912,89864
AT,IT,1,191,201912,419845
AT,IT,1,192,201912,53879088
AT,IT,1,201,201912,13528159
AT,IT,1,202,201912,460754
AT,IT,1,203,201912,1266219
AT,IT,1,204,201912,3858522
AT,IT,1,205,201912,10475572
AT,IT,1,206,201912,1993562
AT,IT,1,211,201912,260965
AT,IT,1,212,201912,80413676
AT,IT,1,221,201912,5187428
AT,IT,1,222,201912,17378955
AT,IT,1,231,201912,3083490
AT,IT,1,232,201912,162564
AT,IT,1,233,201912,6224639
AT,IT,1,234,201912,939715
AT,IT,1,235,201912,560887
AT,IT,1,236,201912,834148
AT,IT,1,237,201912,2522069
AT,IT,1,239,201912,706902
AT,IT,1,241,201912,18743978
AT,IT,1,242,201912,6165575
AT,IT,1,243,201912,7589605
AT,IT,1,244,201912,12758319
AT,IT,1,245,201912,111440
AT,IT,1,251,201912,7074810
AT,IT,1,252,201912,2101099
AT,IT,1,253,201912,17728
AT,IT,1,254,201912,215049
AT,IT,1,257,201912,8849882
AT,IT,1,259,201912,15876259
AT,IT,1,261,201912,1863695
AT,IT,1,262,201912,4610824
AT,IT,1,263,201912,3709613
AT,IT,1,264,201912,1467833
AT,IT,1,265,201912,8455196
AT,IT,1,266,201912,761564
AT,IT,1,267,201912,342856
AT,IT,1,268,201912,21668
AT,IT,1,271,201912,9505785
AT,IT,1,272,201912,1881353
AT,IT,1,273,201912,4175654
AT,IT,1,274,201912,5491986
AT,IT,1,275,201912,6817235
AT,IT,1,279,201912,5106061
AT,IT,1,281,201912,35759553
AT,IT,1,282,201912,29939838
AT,IT,1,283,201912,11568306
AT,IT,1,284,201912,11757156
AT,IT,1,289,201912,25643615
AT,IT,1,291,201912,32550265
AT,IT,1,292,201912,1040499
AT,IT,1,293,201912,37334121
AT,IT,1,302,201912,1492640
AT,IT,1,303,201912,951819
AT,IT,1,309,201912,9322851
AT,IT,1,310,201912,11383143
AT,IT,1,321,201912,4113487
AT,IT,1,322,201912,229807
AT,IT,1,323,201912,4597854
AT,IT,1,324,201912,1508798
AT,IT,1,325,201912,3969485
AT,IT,1,329,201912,1568992
AT,IT,2,011,201912,17189812
AT,IT,2,012,201912,962549
AT,IT,2,013,201912,104087
AT,IT,2,014,201912,2654806
AT,IT,2,022,201912,2144689
AT,IT,2,023,201912,7414
AT,IT,2,030,201912,40883
AT,IT,2,081,201912,901109
AT,IT,2,089,201912,792417
AT,IT,2,101,201912,18092115
AT,IT,2,102,201912,296168
AT,IT,2,103,201912,6439718
AT,IT,2,104,201912,665586
AT,IT,2,105,201912,14977349
AT,IT,2,106,201912,4130054
AT,IT,2,107,201912,10261632
AT,IT,2,108,201912,8282891
AT,IT,2,109,201912,3779288
AT,IT,2,10S,201912,626457
AT,IT,2,110,201912,6239185
AT,IT,2,131,201912,297827
AT,IT,2,132,201912,3558749
AT,IT,2,139,201912,3377016
AT,IT,2,141,201912,8035823
AT,IT,2,142,201912,49628
AT,IT,2,143,201912,1935824
AT,IT,2,151,201912,926187
AT,IT,2,152,201912,1478128
AT,IT,2,161,201912,26383929
AT,IT,2,162,201912,31171105
AT,IT,2,171,201912,27691457
AT,IT,2,172,201912,2267473
AT,IT,2,17S,201912,466314
AT,IT,2,181,201912,6906
AT,IT,2,192,201912,3021180
AT,IT,2,201,201912,17175601
AT,IT,2,202,201912,502350
AT,IT,2,203,201912,2249751
AT,IT,2,204,201912,3528640
AT,IT,2,205,201912,12105977
AT,IT,2,206,201912,380354
AT,IT,2,20S,201912,1532713
AT,IT,2,211,201912,164476
AT,IT,2,212,201912,39454062
AT,IT,2,221,201912,3025178
AT,IT,2,222,201912,15992116
AT,IT,2,231,201912,3251603
AT,IT,2,232,201912,2836527
AT,IT,2,233,201912,160134
AT,IT,2,234,201912,266113
AT,IT,2,235,201912,280907
AT,IT,2,236,201912,508522
AT,IT,2,237,201912,14196
AT,IT,2,239,201912,4711430
AT,IT,2,241,201912,37409822
AT,IT,2,242,201912,1910704
AT,IT,2,243,201912,2822591
AT,IT,2,244,201912,43287387
AT,IT,2,245,201912,1087069
AT,IT,2,251,201912,4115009
AT,IT,2,252,201912,2086537
AT,IT,2,253,201912,66043
AT,IT,2,254,201912,167445
AT,IT,2,257,201912,11724526
AT,IT,2,259,201912,6745002
AT,IT,2,25S,201912,925450
AT,IT,2,261,201912,1689297
AT,IT,2,262,201912,6451941
AT,IT,2,263,201912,2595489
AT,IT,2,264,201912,1015327
AT,IT,2,265,201912,10519320
AT,IT,2,266,201912,3350993
AT,IT,2,267,201912,645760
AT,IT,2,268,201912,1710
AT,IT,2,271,201912,11473965
AT,IT,2,272,201912,1616867
AT,IT,2,273,201912,2119030
AT,IT,2,274,201912,4053799
AT,IT,2,275,201912,4469343
AT,IT,2,279,201912,9237030
AT,IT,2,281,201912,11233058
AT,IT,2,282,201912,23052453
AT,IT,2,283,201912,2530235
AT,IT,2,284,201912,9506880
AT,IT,2,289,201912,21720637
AT,IT,2,291,201912,21500082
AT,IT,2,292,201912,1259739
AT,IT,2,293,201912,9483888
AT,IT,2,301,201912,1122
AT,IT,2,302,201912,298128
AT,IT,2,303,201912,995289
AT,IT,2,309,201912,9633198
AT,IT,2,310,201912,5438396
AT,IT,2,321,201912,3175092
AT,IT,2,322,201912,230865
AT,IT,2,323,201912,5455325
AT,IT,2,324,201912,1355459
AT,IT,2,325,201912,4723871
AT,IT,2,329,201912,1807769
AT,IT,2,32S,201912,42953
AT,IT,2,351,201912,5441593
AT,JM,1,110,201912,655
AT,JM,2,110,201912,108358
AT,JM,2,171,201912,33148
AT,JO,1,104,201912,334
AT,JO,1,107,201912,104
AT,JO,1,141,201912,244
AT,JO,1,143,201912,243
AT,JO,1,204,201912,253
AT,JO,1,266,201912,298
AT,JO,1,321,201912,201877
AT,JO,1,325,201912,866
AT,JO,2,012,201912,14851
AT,JO,2,108,201912,37162
AT,JO,2,109,201912,49945
AT,JO,2,110,201912,20666
AT,JO,2,139,201912,122
AT,JO,2,141,201912,20
AT,JO,2,162,201912,84331
AT,JO,2,171,201912,317053
AT,JO,2,172,201912,292
AT,JO,2,17S,201912,50538
AT,JO,2,201,201912,95285
AT,JO,2,202,201912,24986
AT,JO,2,204,201912,37266
AT,JO,2,205,201912,136969
AT,JO,2,212,201912,275242
AT,JO,2,221,201912,715
AT,JO,2,222,201912,58263
AT,JO,2,231,201912,1
AT,JO,2,232,201912,17462
AT,JO,2,244,201912,1032
AT,JO,2,257,201912,47929
AT,JO,2,259,201912,2856
AT,JO,2,25S,201912,1410
AT,JO,2,261,201912,7763
AT,JO,2,265,201912,121882
AT,JO,2,266,201912,2433
AT,JO,2,271,201912,23037
AT,JO,2,272,201912,87647
AT,JO,2,273,201912,1653
AT,JO,2,274,201912,35607
AT,JO,2,275,201912,5910
AT,JO,2,279,201912,339736
AT,JO,2,281,201912,1255347
AT,JO,2,282,201912,27419
AT,JO,2,289,201912,24667
AT,JO,2,291,201912,1068923
AT,JO,2,292,201912,9000
AT,JO,2,310,201912,646
AT,JO,2,325,201912,105968
AT,JO,2,329,201912,10905
AT,JP,1,030,201912,26608
AT,JP,1,089,201912,5676
AT,JP,1,103,201912,11180
AT,JP,1,106,201912,1088
AT,JP,1,107,201912,242
AT,JP,1,108,201912,275788
AT,JP,1,110,201912,120720
AT,JP,1,132,201912,40763
AT,JP,1,139,201912,59613
AT,JP,1,141,201912,53866
AT,JP,1,143,201912,5194
AT,JP,1,151,201912,6586
AT,JP,1,152,201912,2648
AT,JP,1,162,201912,7483
AT,JP,1,171,201912,100440
AT,JP,1,172,201912,4248
AT,JP,1,192,201912,1858
AT,JP,1,201,201912,942957
AT,JP,1,203,201912,1261757
AT,JP,1,204,201912,59134
AT,JP,1,205,201912,2284470
AT,JP,1,206,201912,240095
AT,JP,1,211,201912,13723
AT,JP,1,212,201912,42813
AT,JP,1,221,201912,274802
AT,JP,1,222,201912,1272445
AT,JP,1,231,201912,159786
AT,JP,1,234,201912,142641
AT,JP,1,239,201912,536486
AT,JP,1,241,201912,609519
AT,JP,1,242,201912,17472
AT,JP,1,243,201912,114676
AT,JP,1,244,201912,1747968
AT,JP,1,252,201912,347
AT,JP,1,254,201912,64266
AT,JP,1,257,201912,729828
AT,JP,1,259,201912,421150
AT,JP,1,261,201912,1818652
AT,JP,1,262,201912,251513
AT,JP,1,263,201912,1730144
AT,JP,1,264,201912,128110
AT,JP,1,265,201912,1621271
AT,JP,1,266,201912,1694212
AT,JP,1,267,201912,1203051
AT,JP,1,268,201912,17949
AT,JP,1,271,201912,630945
AT,JP,1,272,201912,236942
AT,JP,1,273,201912,609839
AT,JP,1,274,201912,44656
AT,JP,1,275,201912,23918
AT,JP,1,279,201912,2080136
AT,JP,1,281,201912,4764377
AT,JP,1,282,201912,3531373
AT,JP,1,283,201912,620
AT,JP,1,284,201912,379883
AT,JP,1,289,201912,13663675
AT,JP,1,291,201912,6228699
AT,JP,1,293,201912,1574620
AT,JP,1,302,201912,5499
AT,JP,1,303,201912,13476
AT,JP,1,309,201912,2801554
AT,JP,1,310,201912,5576
AT,JP,1,321,201912,44820
AT,JP,1,322,201912,45600
AT,JP,1,323,201912,45674
AT,JP,1,324,201912,49622
AT,JP,1,325,201912,720925
AT,JP,1,329,201912,127398
AT,JP,2,012,201912,367
AT,JP,2,081,201912,109
AT,JP,2,089,201912,239460
AT,JP,2,101,201912,3041208
AT,JP,2,103,201912,2025084
AT,JP,2,105,201912,19440
AT,JP,2,107,201912,19158
AT,JP,2,108,201912,33169
AT,JP,2,109,201912,554347
AT,JP,2,110,201912,871362
AT,JP,2,132,201912,67230
AT,JP,2,139,201912,247325
AT,JP,2,141,201912,130087
AT,JP,2,142,201912,9206
AT,JP,2,143,201912,3430
AT,JP,2,151,201912,77999
AT,JP,2,152,201912,88842
AT,JP,2,161,201912,5506530
AT,JP,2,162,201912,9349871
AT,JP,2,171,201912,577903
AT,JP,2,172,201912,171396
AT,JP,2,17S,201912,603951
AT,JP,2,192,201912,1448
AT,JP,2,201,201912,782935
AT,JP,2,203,201912,90921
AT,JP,2,204,201912,36401
AT,JP,2,205,201912,201553
AT,JP,2,206,201912,8767
AT,JP,2,211,201912,427643
AT,JP,2,212,201912,3280539
AT,JP,2,221,201912,92313
AT,JP,2,222,201912,1204920
AT,JP,2,231,201912,378414
AT,JP,2,232,201912,5845
AT,JP,2,234,201912,52046
AT,JP,2,236,201912,119542
AT,JP,2,239,201912,195119
AT,JP,2,241,201912,224945
AT,JP,2,242,201912,131386
AT,JP,2,243,201912,695361
AT,JP,2,244,201912,632247
AT,JP,2,245,201912,191571
AT,JP,2,251,201912,159505
AT,JP,2,252,201912,295360
AT,JP,2,257,201912,6217536
AT,JP,2,259,201912,986436
AT,JP,2,25S,201912,577
AT,JP,2,261,201912,166193
AT,JP,2,262,201912,375500
AT,JP,2,263,201912,558394
AT,JP,2,264,201912,155504
AT,JP,2,265,201912,6407573
AT,JP,2,266,201912,885459
AT,JP,2,267,201912,1149778
AT,JP,2,268,201912,437
AT,JP,2,271,201912,1013234
AT,JP,2,272,201912,74053
AT,JP,2,273,201912,173219
AT,JP,2,274,201912,87983
AT,JP,2,275,201912,162708
AT,JP,2,279,201912,1997837
AT,JP,2,281,201912,7792307
AT,JP,2,282,201912,2684139
AT,JP,2,283,201912,1517400
AT,JP,2,284,201912,2003442
AT,JP,2,289,201912,10872502
AT,JP,2,291,201912,12874766
AT,JP,2,293,201912,814082
AT,JP,2,302,201912,4771648
AT,JP,2,303,201912,1915526
AT,JP,2,309,201912,879788
AT,JP,2,310,201912,685981
AT,JP,2,321,201912,584629
AT,JP,2,322,201912,179224
AT,JP,2,323,201912,1404195
AT,JP,2,324,201912,33219
AT,JP,2,325,201912,2965130
AT,JP,2,329,201912,85240
AT,JP,2,32S,201912,313899
AT,KE,1,012,201912,64400
AT,KE,1,131,201912,53642
AT,KE,1,139,201912,271
AT,KE,1,151,201912,475
AT,KE,1,323,201912,140
AT,KE,2,109,201912,104315
AT,KE,2,110,201912,28188
AT,KE,2,171,201912,120435
AT,KE,2,172,201912,76
AT,KE,2,17S,201912,18656
AT,KE,2,203,201912,7189
AT,KE,2,204,201912,89486
AT,KE,2,205,201912,14256
AT,KE,2,221,201912,1502
AT,KE,2,222,201912,56851
AT,KE,2,231,201912,25322
AT,KE,2,257,201912,55187
AT,KE,2,259,201912,16
AT,KE,2,262,201912,200
AT,KE,2,265,201912,30899
AT,KE,2,271,201912,36
AT,KE,2,273,201912,404
AT,KE,2,274,201912,1396
AT,KE,2,275,201912,29
AT,KE,2,279,201912,59180
AT,KE,2,281,201912,85164
AT,KE,2,282,201912,440
AT,KE,2,284,201912,4384
AT,KE,2,289,201912,47147
AT,KE,2,309,201912,11743
AT,KE,2,310,201912,7013
AT,KE,2,325,201912,3458
AT,KE,2,329,201912,5659
AT,KG,1,011,201912,1424
AT,KG,2,108,201912,1163
AT,KG,2,139,201912,750
AT,KG,2,162,201912,8048
AT,KG,2,201,201912,403
AT,KG,2,205,201912,14095
AT,KG,2,212,201912,72169
AT,KG,2,221,201912,50
AT,KG,2,222,201912,2013
AT,KG,2,266,201912,72229
AT,KG,2,267,201912,2295
AT,KG,2,323,201912,18039
AT,KG,2,329,201912,11250
AT,KH,1,106,201912,56109
AT,KH,1,139,201912,42840
AT,KH,1,141,201912,7635985
AT,KH,1,142,201912,7414
AT,KH,1,143,201912,216077
AT,KH,1,151,201912,30
AT,KH,1,152,201912,1141448
AT,KH,1,279,201912,5057
AT,KH,1,309,201912,720400
AT,KH,1,323,201912,255069
AT,KH,1,324,201912,53451
AT,KH,1,329,201912,436
AT,KH,2,142,201912,10521
AT,KH,2,151,201912,4500
AT,KH,2,245,201912,8666
AT,KH,2,259,201912,1889
AT,KH,2,274,201912,126
AT,KH,2,281,201912,2133
AT,KH,2,293,201912,98
AT,KH,2,309,201912,5276
AT,KR,1,013,201912,7205
AT,KR,1,030,201912,86
AT,KR,1,103,201912,18646
AT,KR,1,104,201912,1269
AT,KR,1,106,201912,31129
AT,KR,1,107,201912,29369
AT,KR,1,108,201912,211206
AT,KR,1,110,201912,56558
AT,KR,1,131,201912,1026
AT,KR,1,132,201912,56368
AT,KR,1,139,201912,617640
AT,KR,1,141,201912,23178
AT,KR,1,143,201912,3532
AT,KR,1,151,201912,145359
AT,KR,1,152,201912,8552
AT,KR,1,162,201912,2506
AT,KR,1,171,201912,182
AT,KR,1,172,201912,4824
AT,KR,1,192,201912,251
AT,KR,1,201,201912,1577875
AT,KR,1,203,201912,58251
AT,KR,1,204,201912,142138
AT,KR,1,205,201912,878995
AT,KR,1,206,201912,92675
AT,KR,1,211,201912,627
AT,KR,1,212,201912,235069
AT,KR,1,221,201912,203013
AT,KR,1,222,201912,1048387
AT,KR,1,231,201912,17411
AT,KR,1,234,201912,10572
AT,KR,1,236,201912,25
AT,KR,1,239,201912,344287
AT,KR,1,241,201912,16665
AT,KR,1,242,201912,73872
AT,KR,1,244,201912,373228
AT,KR,1,251,201912,16720
AT,KR,1,257,201912,1038718
AT,KR,1,259,201912,578138
AT,KR,1,261,201912,4960079
AT,KR,1,262,201912,7355391
AT,KR,1,263,201912,4543347
AT,KR,1,264,201912,190670
AT,KR,1,265,201912,804728
AT,KR,1,266,201912,1561554
AT,KR,1,267,201912,373292
AT,KR,1,271,201912,509432
AT,KR,1,272,201912,2647367
AT,KR,1,273,201912,637434
AT,KR,1,274,201912,489367
AT,KR,1,275,201912,127101
AT,KR,1,279,201912,2349076
AT,KR,1,281,201912,2481975
AT,KR,1,282,201912,1028897
AT,KR,1,284,201912,264529
AT,KR,1,289,201912,2508255
AT,KR,1,291,201912,4321807
AT,KR,1,292,201912,5531
AT,KR,1,293,201912,2414658
AT,KR,1,309,201912,3639
AT,KR,1,310,201912,332601
AT,KR,1,321,201912,43488
AT,KR,1,322,201912,1251
AT,KR,1,323,201912,24582
AT,KR,1,324,201912,117769
AT,KR,1,325,201912,759135
AT,KR,1,329,201912,18892
AT,KR,2,101,201912,3628994
AT,KR,2,103,201912,121952
AT,KR,2,104,201912,9812
AT,KR,2,105,201912,571799
AT,KR,2,106,201912,1705
AT,KR,2,107,201912,15177
AT,KR,2,108,201912,666288
AT,KR,2,109,201912,120267
AT,KR,2,10S,201912,68260
AT,KR,2,110,201912,364722
AT,KR,2,132,201912,7236
AT,KR,2,139,201912,148126
AT,KR,2,141,201912,320468
AT,KR,2,142,201912,20285
AT,KR,2,143,201912,18440
AT,KR,2,151,201912,28022
AT,KR,2,152,201912,6026
AT,KR,2,161,201912,1232416
AT,KR,2,162,201912,288713
AT,KR,2,171,201912,156043
AT,KR,2,172,201912,44409
AT,KR,2,17S,201912,1390606
AT,KR,2,201,201912,771611
AT,KR,2,203,201912,226547
AT,KR,2,204,201912,281838
AT,KR,2,205,201912,1086093
AT,KR,2,206,201912,9495
AT,KR,2,212,201912,3728928
AT,KR,2,221,201912,68781
AT,KR,2,222,201912,2960576
AT,KR,2,231,201912,161730
AT,KR,2,232,201912,1890698
AT,KR,2,234,201912,235374
AT,KR,2,239,201912,264888
AT,KR,2,241,201912,4056525
AT,KR,2,242,201912,358073
AT,KR,2,243,201912,166045
AT,KR,2,244,201912,1495405
AT,KR,2,245,201912,5620
AT,KR,2,251,201912,100787
AT,KR,2,252,201912,46
AT,KR,2,257,201912,1255708
AT,KR,2,259,201912,531614
AT,KR,2,261,201912,1024379
AT,KR,2,262,201912,409570
AT,KR,2,263,201912,26741
AT,KR,2,264,201912,23873
AT,KR,2,265,201912,6391076
AT,KR,2,266,201912,990336
AT,KR,2,267,201912,164740
AT,KR,2,271,201912,1860463
AT,KR,2,272,201912,129414
AT,KR,2,273,201912,168404
AT,KR,2,274,201912,133622
AT,KR,2,275,201912,26559
AT,KR,2,279,201912,1752925
AT,KR,2,281,201912,5853718
AT,KR,2,282,201912,14468013
AT,KR,2,283,201912,375081
AT,KR,2,284,201912,431532
AT,KR,2,289,201912,10651571
AT,KR,2,291,201912,15611162
AT,KR,2,292,201912,395
AT,KR,2,293,201912,2842695
AT,KR,2,302,201912,17134630
AT,KR,2,303,201912,508705
AT,KR,2,309,201912,534836
AT,KR,2,310,201912,102769
AT,KR,2,321,201912,85245
AT,KR,2,322,201912,79114
AT,KR,2,323,201912,171537
AT,KR,2,324,201912,7468
AT,KR,2,325,201912,2639517
AT,KR,2,329,201912,39752
AT,KR,2,32S,201912,216558
AT,KW,1,141,201912,2344
AT,KW,1,151,201912,2132
AT,KW,1,152,201912,1033
AT,KW,1,204,201912,185
AT,KW,1,257,201912,1523
AT,KW,1,282,201912,2975
AT,KW,2,103,201912,193864
AT,KW,2,107,201912,49
AT,KW,2,108,201912,52451
AT,KW,2,110,201912,15196
AT,KW,2,139,201912,1666
AT,KW,2,141,201912,96133
AT,KW,2,151,201912,4901
AT,KW,2,152,201912,200852
AT,KW,2,161,201912,7532
AT,KW,2,162,201912,258157
AT,KW,2,172,201912,77763
AT,KW,2,181,201912,4448
AT,KW,2,201,201912,1571
AT,KW,2,202,201912,4273
AT,KW,2,204,201912,71534
AT,KW,2,205,201912,34415
AT,KW,2,212,201912,4129
AT,KW,2,221,201912,43197
AT,KW,2,222,201912,25969
AT,KW,2,231,201912,1160
AT,KW,2,251,201912,419
AT,KW,2,257,201912,25750
AT,KW,2,259,201912,118593
AT,KW,2,25S,201912,197750
AT,KW,2,261,201912,250
AT,KW,2,262,201912,34950
AT,KW,2,263,201912,115988
AT,KW,2,264,201912,135
AT,KW,2,265,201912,29577
AT,KW,2,271,201912,11039
AT,KW,2,272,201912,5925
AT,KW,2,273,201912,6865
AT,KW,2,274,201912,43747
AT,KW,2,275,201912,15035
AT,KW,2,279,201912,8669
AT,KW,2,281,201912,323090
AT,KW,2,282,201912,809906
AT,KW,2,284,201912,14908
AT,KW,2,289,201912,133343
AT,KW,2,291,201912,14052091
AT,KW,2,293,201912,14246
AT,KW,2,309,201912,184940
AT,KW,2,325,201912,88236
AT,KW,2,329,201912,26320
AT,KY,2,103,201912,2193
AT,KY,2,110,201912,10760
AT,KY,2,222,201912,1359
AT,KY,2,257,201912,35506
AT,KY,2,310,201912,2044
AT,KZ,1,061,201912,175927677
AT,KZ,1,265,201912,1007
AT,KZ,2,106,201912,51000
AT,KZ,2,108,201912,150401
AT,KZ,2,109,201912,50789
AT,KZ,2,110,201912,22554
AT,KZ,2,132,201912,14705
AT,KZ,2,141,201912,69401
AT,KZ,2,152,201912,24091
AT,KZ,2,161,201912,10945
AT,KZ,2,162,201912,42955
AT,KZ,2,171,201912,197970
AT,KZ,2,172,201912,137
AT,KZ,2,17S,201912,5035
AT,KZ,2,201,201912,5318
AT,KZ,2,204,201912,12902
AT,KZ,2,205,201912,41535
AT,KZ,2,211,201912,12869
AT,KZ,2,212,201912,11025785
AT,KZ,2,221,201912,12381
AT,KZ,2,222,201912,31738
AT,KZ,2,231,201912,671
AT,KZ,2,234,201912,231
AT,KZ,2,239,201912,4865
AT,KZ,2,242,201912,15571
AT,KZ,2,243,201912,13800
AT,KZ,2,244,201912,25395
AT,KZ,2,251,201912,251613
AT,KZ,2,257,201912,92190
AT,KZ,2,259,201912,195856
AT,KZ,2,261,201912,2741
AT,KZ,2,262,201912,3333
AT,KZ,2,263,201912,31580
AT,KZ,2,264,201912,50590
AT,KZ,2,265,201912,152757
AT,KZ,2,266,201912,19688
AT,KZ,2,267,201912,8241
AT,KZ,2,271,201912,24244
AT,KZ,2,272,201912,74511
AT,KZ,2,273,201912,1034
AT,KZ,2,274,201912,13
AT,KZ,2,275,201912,4456
AT,KZ,2,279,201912,3013
AT,KZ,2,281,201912,431651
AT,KZ,2,282,201912,304375
AT,KZ,2,289,201912,1295915
AT,KZ,2,309,201912,717
AT,KZ,2,310,201912,4864
AT,KZ,2,321,201912,7690
AT,KZ,2,323,201912,775
AT,KZ,2,325,201912,370991
AT,KZ,2,329,201912,31879
AT,LA,1,141,201912,190
AT,LA,2,222,201912,1709
AT,LA,2,257,201912,850
AT,LA,2,259,201912,1799
AT,LA,2,265,201912,6284
AT,LA,2,271,201912,127647
AT,LA,2,279,201912,290
AT,LA,2,281,201912,39419
AT,LA,2,282,201912,22398
AT,LA,2,289,201912,1975
AT,LB,1,141,201912,975
AT,LB,1,162,201912,262
AT,LB,1,204,201912,31
AT,LB,1,222,201912,36
AT,LB,1,257,201912,98
AT,LB,1,259,201912,2160
AT,LB,1,274,201912,3030
AT,LB,1,279,201912,776
AT,LB,1,289,201912,1411
AT,LB,1,329,201912,710
AT,LB,2,103,201912,28733
AT,LB,2,106,201912,359
AT,LB,2,107,201912,1759
AT,LB,2,108,201912,65314
AT,LB,2,10S,201912,1070
AT,LB,2,110,201912,1047
AT,LB,2,139,201912,7738
AT,LB,2,141,201912,270
AT,LB,2,151,201912,783
AT,LB,2,171,201912,27600
AT,LB,2,201,201912,5444
AT,LB,2,205,201912,144903
AT,LB,2,212,201912,210555
AT,LB,2,221,201912,201
AT,LB,2,222,201912,22222
AT,LB,2,231,201912,5550
AT,LB,2,232,201912,283339
AT,LB,2,239,201912,1282
AT,LB,2,245,201912,1053
AT,LB,2,257,201912,5526
AT,LB,2,259,201912,591
AT,LB,2,261,201912,3212
AT,LB,2,262,201912,11019
AT,LB,2,263,201912,334
AT,LB,2,265,201912,25011
AT,LB,2,271,201912,9971
AT,LB,2,272,201912,723
AT,LB,2,273,201912,52381
AT,LB,2,274,201912,61171
AT,LB,2,279,201912,29037
AT,LB,2,281,201912,27919
AT,LB,2,282,201912,106779
AT,LB,2,289,201912,89281
AT,LB,2,291,201912,16300
AT,LB,2,293,201912,456
AT,LB,2,302,201912,2042
AT,LB,2,309,201912,6277
AT,LB,2,310,201912,147
AT,LB,2,323,201912,21004
AT,LB,2,325,201912,151569
AT,LC,2,25S,201912,11383
AT,LI,1,101,201912,86100
AT,LI,1,107,201912,543
AT,LI,1,108,201912,3057
AT,LI,1,109,201912,11954362
AT,LI,1,139,201912,51050
AT,LI,1,141,201912,1762
AT,LI,1,151,201912,7326
AT,LI,1,152,201912,218
AT,LI,1,162,201912,11816
AT,LI,1,171,201912,1881
AT,LI,1,172,201912,127716
AT,LI,1,192,201912,158332
AT,LI,1,201,201912,246248
AT,LI,1,203,201912,151365
AT,LI,1,204,201912,252651
AT,LI,1,205,201912,944325
AT,LI,1,221,201912,263137
AT,LI,1,222,201912,645897
AT,LI,1,231,201912,1043550
AT,LI,1,232,201912,6398
AT,LI,1,234,201912,9333
AT,LI,1,236,201912,9737
AT,LI,1,239,201912,206863
AT,LI,1,241,201912,21253
AT,LI,1,242,201912,5800
AT,LI,1,243,201912,12098
AT,LI,1,244,201912,244310
AT,LI,1,245,201912,68
AT,LI,1,251,201912,71783
AT,LI,1,252,201912,1485938
AT,LI,1,257,201912,1076613
AT,LI,1,259,201912,5845601
AT,LI,1,261,201912,848
AT,LI,1,262,201912,6081
